	IDRegent	Geslachtsnaam	Tussenvoegsel	IDAdellijkeTitel	IDAcademischeTitel	Voornaam	Adel	Adelspredikaat	Heerlijkheid	Heerlijkheid2	Geboortejaar	OnbepaaldGeboortedatum	Overlijdensjaar	OnbepaaldOverlijdensdatum	Opmerkingen	Opmerkingen2	Periode	overlijdensdag	overlijdensmaand
3594	3962	Volbergen	van	1.0		Tijman	0				1560.0	0		0	Persoonsgegevens: leeft nog in augustus 1645, blijkens J.J. Poelhekke, Frederik Hendrik. Een biografisch drieluik (Zutphen 1978) 544.		1		
3595	3963	Vollenhove	van	1.0		Philips	0					0		0	Overig: een resolutie van de Generaliteits-Rekenkamer van 10 februari 1637 (Nationaal Archief, archief Generaliteits-Rekenkamer, inv. nr. 8, f. 94v) vermeldt dat Van Vollenhove op zijn sterfbed een frauduleuze handeling opbiechtte, gepleegd in zijn functie als secretaris van die Rekenkamer in 1618, waarmee een bedrag van 22.800 pond gemoeid was.		1		
3596	3964	Huygens		1.0		Maurits	0				1595.0	0	1642	0			1	24.0	9.0
3597	3965	Huygens		1.0		Christiaan	0				1551.0	0	1624	0			1	7.0	2.0
3598	3966	Ruysch		1.0		Gijsbrecht	0					0		0			1		
3599	3967	Ruysch		1.0		Cornelis	0					0	1656	0		Persoonsgegevens: overleden vÃ³Ã³r 15 september 1656, blijkens een resolutie van de Generaliteits-Rekenkamer van die datum.	1		
3600	3968	Vliet	de	1.0	4.0	Fabiaan	0				1582.0	1	1634	0			1		10.0
3601	3969	Baccart		1.0	4.0	Augustijn	0					0	1647	0			1		
3602	3970	Ruijter	de	1.0	4.0	David	0					0	1663	0	Persoonsgegevens: wellicht de persoon genoemd in Jaarboek van het Centraal Bureau voor Genealogie 22 (1968) 45, geboren in 1579.		1	28.0	12.0
3603	3971	Sypesteyn	van	1.0	4.0	Leonard	0				1605.0	0	1664	0		Persoonsgegevens: overleden vÃ³Ã³r 26 maart.	1		
3604	3972	Dorper Coorne	de	1.0		Johan	0					0		0			1		
3605	3973	Volbergen	van	1.0		Jacob	0				1613.0	0	1674	0		Persoonsgegevens: begraven op 20 juli.	1		7.0
3606	3974	Roosbeecke	van	1.0	4.0	Pieter	0					0	1641	1	"Persoonsgegevens: overleed mogelijk begin 1642.
Overig: was een schoonzoon van Simon van Beaumont, die hij opvolgt als raadsheer in de Raad van Vlaanderen."		1		
3607	3975	Moreau van Limburch		1.0		Nicolaes	0					0	1638	0	Persoonsgegevens: op 11 september 1638 'weynig weecken geleden' overleden, waarschijnlijk in augustus.		1		
3608	3976	Huyssen		1.0	4.0	Johannes Jansz.	0		Cattendijke	Monsterhoek tot Godschalksoord		0	1653	0	"Persoonsgegevens: Nagtglas geeft onjuist overlijdensdatum 22 april 1669 in plaats van 24 augustus 1653.
Buitenlandse adelstitel: ridder (erfelijke Engelse titel via vader Jan Huyssens)."		1	24.0	8.0
3609	3977	Croock		1.0	4.0	Jacob	0					0	1647	1	Persoonsgegevens: overleden tussen 2 november 1646 en 15 maart 1647. Het is niet zeker dat de raadsheer in de Raad van Vlaanderen identiek is met de commies-generaal van de convooien en licenten.		1		
3610	3978	Cats		1.0	4.0	Leonard	0				1585.0	1	1639	0			1		12.0
3611	3979	Poll	van de	1.0	4.0	FranÃ§ois	0				1611.0	1	1667	0			1	25.0	11.0
3612	3980	Reygersberge	van	1.0		Jonas	0				1575.0	0	1611	0			1		
3613	3981	Ruijsch		1.0		Floris	0					0	1698	0			1		12.0
3614	3982	Hove	ten	1.0	4.0	Cornelis	0				1658.0	0	1694	0			1	6.0	7.0
3615	3983	Coccejus		1.0		Johan Hendrick	0					0	1710	0			1	1.0	6.0
3616	3984	Buijs		1.0	4.0	Abraham	0				1699.0	1	1770	0			1		6.0
3617	3985	Goes	van der	1.0	4.0	Philips	0				1682.0	0	1747	0			1		
3618	3986	Goes	van der	1.0	4.0	Adriaan	0				1712.0	0	1781	0			1		
3619	3987	Hoop	van der	1.0	4.0	Adriaan	0				1701.0	0	1767	0			1	1.0	11.0
3620	3988	Hoop	van der	1.0	4.0	FranÃ§ois	0				1727.0	0	1793	0			1		
3621	3989	Burman		1.0	4.0	Jacob Fabrice	0				1719.0	1	1766	0			1	5.0	5.0
3622	3991	Vierssen	van	1.0		Willem	0				1644.0	0	1680	0			1	24.0	2.0
3623	3992	Eyckberch		1.0		Johan	0					0	1664	0			1	3.0	5.0
3624	3993	Slingelandt	van	1.0		Govert	0				1620.0	0	1690	0			1	3.0	7.0
3625	3994	Royen	van	1.0	4.0	David	0				1699.0	0	1764	0			1	22.0	2.0
3626	3995	Gillis		1.0	4.0	Paulus Abraham	0				1708.0	0	1792	0			1		
3627	3996	Hees	van	1.0	4.0	Johannes Ignatius	0		de Tempel		1732.0	0	1786	0	Persoonsgegevens: de voornamen zijn in Wapenheraut en Raad van State 450 jaar (zie institutionele toelichting) omgekeerd.		1		
3628	3997	Bye	de	1.0		Joris	0		Albrandswaard			0	1628	0	Overig: is blijkens Nationaal Archief, archief van de Grafelijkheidsrekenkamer, inv. nr. 498, f. 62 identiek met George de Bie. Was volgens Nederlandsche Leeuw 51 (1933) 251 lid van de Ridderschap van Holland, maar dat wordt niet door andere bronnen bevestigd.		1	16.0	4.0
3629	3998	Goch	van	1.0	3.0	Johan	0				1581.0	1	1637	0			1		
3630	3999	Brasser		1.0		Govert	0				1590.0	0	1654	0			1	29.0	4.0
3631	4000	Burgh		1.0	4.0	Coenraed	0		Kortenhoef		1619.0	0	1699	0			1	9.0	11.0
3632	4001	Hop		1.0	4.0	Jacob	0				1654.0	0	1725	0	Overig: was pensionaris van Amsterdam.		1	27.0	10.0
3633	4002	Bassecour	de la	1.0	4.0	Jan	0				1696.0	0	1753	0	Overig: was pensionaris van Amsterdam.		1	21.0	7.0
3634	4003	Alphen	van	1.0	4.0	Hieronymus	0				1746.0	0	1803	0			1	2.0	4.0
3635	4004	Doubleth		1.0		Philips	0		Schalkwijk	Groeneveld	1600.0	1	1674	0		Persoonsgegevens: begraven op 5 maart.	1		3.0
3636	4005	Hogendorp	van	1.0	4.0	Gijsbert	0		St. Jan Steen	Hofwegen, Glossenberghe, Steenhuysen, Cromstrijen, Heijningen	1668.0	0	1750	0			1	23.0	10.0
3637	4006	Hogendorp	van	1.0	4.0	Johan FranÃ§ois	0		St. Jan Steen	Glossenberghe, Steenhuysen	1700.0	0	1779	0			1	14.0	1.0
3638	4007	Doubleth		1.0		Philips	0				1560.0	0	1612	0			1		10.0
3639	4008	Helsdingen	van	1.0		Gerard Nicolaas	0					0		0			1		
3640	4009	Doubleth		1.0		Philips	0				1590.0	0	1660	0			1	31.0	5.0
3641	4010	Doubleth		1.0		Jan	0		St. Annaland		1580.0	0	1650	0			1	16.0	3.0
3642	4013	Hove	ten	1.0		Michiel	0				1640.0	0	1689	0	Overig: was pensionaris van Haarlem.		1	24.0	3.0
3643	4016	Heiden Hompesch tot Ootmarssum	van	1.0		Sigismund Vincent Lodewijk Gustaaf	1		Stevensweerd	Walborg, OhÃ© en Laak	1731.0	0	1790	0	Buitenlandse adelstitel: graaf H.R.R. 1767.	Persoonsgegevens: overlijden mogelijk 6 juni.	1	5.0	6.0
3644	4017	Pieterson		1.0		Adriaan	0				1574.0	0	1634	0			1	5.0	2.0
3645	4018	Hooge	van der	1.0		Joost	0					0		0			1		
3646	4019	Cooper		1.0		Cornelis Willemsz.	0				1595.0	0	1649	0			1	12.0	7.0
3647	4020	Hoogensteeger	van den	1.0		Johan	0					0		0			1		
3648	4022	Lodensteijn	van	1.0	4.0	Cornelis	0					0	1684	0			1		3.0
3649	4023	Verbrugge		1.0		Willem	0					0		0			1		
3650	4024	Martens		1.0		Carel	0				1638.0	0	1703	0			1		
3651	4025	Godijn		1.0		Jacob	0					0		0			1		
3652	4026	Perponcher	de	1.0		Willem Emmery	0		's Heer Hendrikskinderen		1664.0	0	1713	0			1		
3653	4027	Vrijberghe	van	1.0		Jacobus	0				1663.0	0		0	Persoonsgegevens: de identificatie van de persoon in Nederland's Adelsboek met de gecommitteerde in de Generaliteits-Rekenkamer is niet geheel zeker; de laatste was waarschijnlijk afkomstig uit Tholen, de eerste was aldaar een aantal malen burgemeester.		1		
3654	4028	Noeij		1.0		Nicolaes Jan Hendrick	0					0		0			1		
3655	4029	Ockersse		1.0		Cornelis Daniel	0		Dreischor		1674.0	0	1728	1	"Persoonsgegevens: Nagtglas geeft jaar van overlijden 1729; uit de andere hier genoemde bron blijkt echter dat Ockersse al vÃ³Ã³r 15 januari 1728 is overleden (mogelijk dus eind 1727).
Vroedschap: blijkens provinciale resoluties (zie 'Bronnen') lid van de vroedschap van Zierikzee; echter niet aangetroffen in P.D. de Vos, De vroedschap van Zierikzee van de tweede helft der 16e eeuw tot 1795 (2e druk Alphen aan den Rijn 1982)."		1		
3656	4030	Mauregnault	de	1.0		Gerhard	0		Grijpskerke			0	1727	1	Persoonsgegevens: mogelijk overleden begin 1728.		1		
3657	4031	Ferleman		1.0	4.0	Willem	0					0	1741	1	Persoonsgegevens: overleden vÃ³Ã³r 2 november (mogelijk vÃ³Ã³r 1741, want blijkens de resoluties van de Staten van Zeeland van 23 november 1741 sleept de kwestie over zijn opvolging in de Staten-Generaal reeds lang).		1		
3658	4032	Mulock		1.0		Adriaan	0				1673.0	0	1733	0			1	20.0	4.0
3659	4033	Busse	van den	1.0		Willem	0				1687.0	0	1758	0			1	7.0	1.0
3660	4034	Borssele	van	1.0		Philip Jacob	0		Voorhout		1650.0	0	1735	0			1	5.0	3.0
3661	4035	Campe		1.0		Jacob	0					0	1585	0			1		12.0
3662	4036	Joachimi		1.0		Albert	0		Oostende	Vinninge, Hoedekenskerke	1560.0	1	1654	0	"Persoonsgegevens: geboortejaar mogelijk 1561.
Buitenlandse adelstitels: ridder (Engeland) 1610, Zweedse adellijke titel 1616.
Overig: was secretaris van Goes."		1	17.0	5.0
3663	4037	Magnus		1.0	4.0	Jacob Simonsz.	0		Groot-Ammers	Bergambacht, Melissant	1563.0	1	1625	0	"Persoonsgegevens: Nagtglas geeft geboortejaar 1566, Genealogische en heraldische bladen 1563.
Buitenlandse adelstitel: Deense riddertitel 1607."		1	16.0	4.0
3664	4043	Valery		1.0	4.0	FranÃ§ois	0					0		0	Overig: afkomstig uit Middelburg.		1		
3665	4044	Pietersz.		1.0		Jan	0					0		0			1		
3666	4045	Becker		1.0	4.0	Johan	0					0	1708	0		Persoonsgegevens: overleden kort voor 24 september.	1		9.0
3667	4046	Veth		1.0	4.0	Jacob	0					0	1667	0	"Persoonsgegevens: geboren na 1608.
Overig: was secretaris (1641-1643) en pensionaris (1643-1662) van Middelburg."		1		
3668	4047	Lampsins		1.0		Cornelis	0				1600.0	0	1664	0	Buitenlandse adelstitels: op 25 mei 1663 door Lodewijk XIV van Frankrijk benoemd tot baron van Tabago en ridder in de orde van St. Michiel.		1	2.0	9.0
3669	4048	Stavenisse		1.0	4.0	Marinus	0				1601.0	0	1663	0	"Buitenlandse adelstitel: ridder in de orde van St. Michiel (Frankrijk).
Overig: was pensionaris van Zierikzee 1641-1654."	Persoonsgegevens: begraven op 15 oktober.	1		
3670	4049	Resen	van	1.0		Pieter	0					0		0			1		
3671	4050	Pieterson		1.0	4.0	Adriaan	0				1614.0	0	1676	1			1		10.0
3672	4051	Stavenisse		1.0	4.0	Nicolaas	0				1624.0	0		0	Overig: was pensionaris van Vlissingen.		1		
3673	4052	Coninck		1.0		Samuel	0					0	1720	0			1		
3674	4053	Vrijberghe	van	1.0	4.0	Marinus	0				1657.0	0	1711	0	Persoonsgegevens: Nagtglas geeft onjuist geboortejaar 1656.		1	3.0	7.0
3675	4054	Geel	van	1.0		Cornelis	0		Spanbroek			0		0	Overig: was pensionaris van Goes.		1		
3676	4055	Kemp		1.0	4.0	Pieter	0		Moermont	Kraaienstein, Zuidland	1664.0	0	1712	0			1	13.0	12.0
3677	4056	Velters		1.0	4.0	Adriaan	0					0	1727	0	Overig: was pensionaris van Middelburg (1711-1713).		1		
3678	4057	Crook		1.0		Pieter	0					0		0	Overig: was secretaris van Middelburg.		1		
3679	4059	Cromstrien		1.0		Nicolaas Willemsz.	0				1540.0	0	1612	0			1		7.0
3680	4060	Hecke	van	1.0		Pieter	0					0		0			1		
3681	4061	Beke	van der	1.0	4.0	Jan	0					0		0	Overig: was pensionaris van Vlissingen.		1		
3682	4062	Haeff	ten	1.0		Adriaan Hendricxz.	0					0		0			1		
3683	4063	Warmelo	van	1.0		Gerhard	1					0	1610	0	Overig: was drost van Salland 1584-1610.		1	31.0	12.0
3684	4064	Menijn	de	1.0	4.0	Joos	0					0		0	Overig: was pensionaris van Dordrecht.		1		
3685	4065	Meer	van der	1.0	4.0	Pieter	0				1534.0	0	1616	0	"Persoonsgegevens: zoon van Willem van der Meer.
Overig: was pensionaris van Delft 1578-1616."		1	4.0	5.0
3686	4066	Blommendael	van	1.0		Goddaert	0					0		0			1		
3687	4067	Arentsz.		1.0		Jan	0					0		0			1		
3688	4068	Huybert	de	1.0		Nicolaas Jansz.	0				1543.0	0	1611	0			1	24.0	3.0
3689	4069	Dijcke	van	1.0	4.0	Willem	0					0	1612	0	Overig: was secretaris van Zierikzee 1594-1612.		1	17.0	9.0
3690	4070	Gele		1.0		Jacques	0					0		0			1		
3691	4071	Reijnersz.		1.0		Sebastiaen	0					0		0			1		
3692	4072	Teijlingen	van	1.0		S.	0					0		0			1		
3693	4074	Santen	van	1.0	4.0	Dierck	0					0	1649	0			1		
3694	4075	Luchtenburg	van	1.0		Hugo	0					0	1623	0		Persoonsgegevens: overleden tussen 1 april en 30 september.	1		
3695	4076	Basius		1.0	3.0	Johan	0		Holy		1575.0	1	1646	0	Heerlijkheid: verwerving 1614.		1		
3696	4077	Rippertsz.		1.0		Jacob	0				1559.0	0	1629	0	"Persoonsgegevens: Jaarboek van het Centraal Bureau voor Genealogie geeft geboortejaar 1558, Bonke 1559.
Vroedschap: ontslagen 1618."		1	17.0	4.0
3697	4078	Vael in Lioren		1.0		Pieter Jansz.	0				1562.0	1	1620	1	"Persoonsgegevens: overleden tussen 8 november 1619 en 14 april 1620.
Vroedschap: ontslagen 1618."		1		
3698	4080	Groot	de	1.0	4.0	Allard	0				1572.0	0	1657	0	Persoonsgegevens: Bonke geeft onjuiste overlijdensdatum 4 februari 1658.		1		
3699	4081	Fons		1.0		Thijs Adriaensz.	0					0	1656	0		Persoonsgegevens: overleden vÃ³Ã³r 8 mei.	1		
3700	4083	Pouwelsz.		1.0		Lambert	0					0	1664	0			1	16.0	1.0
3701	4084	Schouten		1.0		Claes Frederiksz.	0					0		0			1		
3702	4085	Broeker		1.0		Fredrik Pietersz.	0					0		0			1		
3703	4086	Sijms		1.0		Claes Jacobsz.	0					0		0			1		
3704	4088	Crap		1.0	4.0	Outger	0				1632.0	0	1689	0			1	20.0	12.0
3705	4089	Zee	de	1.0		Jan Hendriksz.	0					0		0			1		
3706	4090	Cant		1.0		Roemer Fransz.	0					0	1670	0			1	18.0	10.0
3707	4091	Ripperda		1.0		Philips	0					0		0			1		
3708	4092	Knoppert		1.0		Herman	0					0		0			1		
3709	4093	Spoolde	van	1.0		Gerhard	0					0		0			1		
3710	4095	Ruis		1.0		Arend	0					0		0			1		
3711	4096	Boetzelaer tot Westerholt	van den	1.0		Joachim	1	jonkheer	Entinge	Halteren, Westerholt	1624.0	1		0	Persoonsgegevens: overleden tussen 28 februari 1665 en 27 februari 1666.		1		
3712	4097	Coeverden tot Scherpenzeel	van	1.0		Wolter	0					0	1674	0			1	12.0	11.0
3713	4098	Rechteren tot Oldenhove	van	1.0		Jan Lodewijk	0					0		0			1		
3714	4099	Neck	van	1.0		Cornelis	0				1683.0	0	1740	0			1		
3715	4100	Brederode	van	1.0		Walraven	0		Brederode	Vianen, Ameide, Noordeloos, Nedereind van Jutphaas, Nyveld, Kloetinge	1547.0	0	1614	0	Heerlijkheden: verwerving Brederode 1584, Vianen, Ameide 1590, Noordeloos 1611, Kloetinge 1579.		1		
3716	4101	Vos		1.0		Paulus	0					0		0			1		
3717	4102	Crap		1.0	4.0	Pieter	0					0		0			1		
3718	4103	Bye	de	1.0		Dierck Jorisz.	0					0	1591	0		ook in database m.e.	1	28.0	8.0
3719	4104	Maasland	van	1.0		Engelbert Cornelisz.	0					0	1594	0	Persoonsgegevens: Nederlandsche Leeuw geeft jaar van overlijden 1574, Van Leeuwen 1594.		1		
3720	4105	Goes	van der	1.0		Cornelis	0		Uitwijk			0	1606	0	Overig: volgens Van Leeuwen blz. 1461, stierf in 1606 Mr. Pieter van der Goes, rekenmeester in de Grafelijkheidsrekenkamer. Blijkens commissie van Dierck van Santen (zie Bronnen) was dat echter Cornelis van der Goes, auditeur.	Persoonsgegevens: overleden vÃ³Ã³r 20 juli.	1		
3721	4106	Valkesteijn	van	1.0		Gerrit	0					0	1600	0			1		
3722	4109	Riccen		1.0	4.0	Fento Fredericsz.	0				1556.0	1	1636	0	Overig: afkomstig uit Enkhuizen.		1	29.0	5.0
3723	4110	Walravens		1.0		Jacob	0					0	1596	0			1		
3724	4111	Mierop	van	1.0		Jacob	0					0		0			1		
3725	4112	Foreest	van	1.0		Nanning	0				1578.0	0	1668	0		Persoonsgegevens: begraven op 6 december.	1		
3726	4113	Berkhout	Teding van	1.0	4.0	Paulus	0				1609.0	0	1672	0	"Persoonsgegevens: Wapenheraut geeft afwijkende overlijdensdatum 25 in plaats van 24 juni.
Overig: was pensionaris van Monnickendam."		1	24.0	6.0
3727	4114	Graef	van der	1.0		Arent	0					0	1679	0	Overig: was lid van de vroedschap van Alkmaar 1652-1672.		1	19.0	11.0
3728	4115	Persijn	van	1.0		Johan	0					0	1632	0			1		
3729	4116	Pauw		1.0	4.0	Gerard	0		Heemstede	Rietwijk, Rietwijkeroord	1615.0	0	1676	0	"Buitenlandse adelstitel: ridder in de orde van St. Michiel (Frankrijk).
Heerlijkheden: bezit 1653-1676."		1	20.0	5.0
3730	4117	Meer	van der	1.0		Cornelis	0					0	1696	0			1	16.0	12.0
3731	4118	Hop		1.0	4.0	Joan	0				1660.0	0	1722	0			1	17.0	1.0
3732	4119	Camerling		1.0	4.0	Cornelis	0					0		0	Persoonsgegevens: wordt genoemd in Wapenheraut 13 (1909) 359, als echtgenoot van Margrieta van Groenendal, op 28 december 1674, maar zonder leefjaren.		1		
3733	4120	Faille	de la	1.0	4.0	Johan Bernardt	0					0	1729	0		Persoonsgegevens: begraven op 14 november.	1		
3734	4121	Rogh		1.0	4.0	Hercules	0					0	1707	0		Persoonsgegevens: begraven op 10 juni.	1		
3735	4122	Baert		1.0	4.0	Jacob	0				1682.0	0	1719	0			1	24.0	3.0
3736	4123	Quarles		1.0	4.0	Pieter	0				1677.0	0	1744	0			1	22.0	1.0
3737	4124	Naerden	van	1.0		Cornelis	0					0		0			1		
3738	4125	Greve	de	1.0		Nicolaes	0					0		0			1		
3739	4126	Cammen	van der	1.0		Jan	0					0	1602	0	Persoonsgegevens: overlijden blijkt uit rekening van de 'ordinaris necessiteyten' van de Grafelijkheidsrekenkamer (zie bronvermelding). In de rechterbovenhoek van genoemd folio staat '7 augusty 1602' wat hoogstwaarschijnlijk de overlijdensdatum is.		1	7.0	8.0
3740	4127	Buys		1.0	4.0	Cornelis	0		Capelle ter Vliet	Zevenhoven	1559.0	0		0	Heerlijkheden: bezit Capelle ter Vliet 1595-1596.		1		
3741	4128	Hooft		1.0	4.0	Hendrik Gerritsz.	0				1676.0	0	1752	0			1	16.0	2.0
3742	4129	Dedel		1.0	4.0	Jan	0				1623.0	0	1675	0	Overig: In Genealogische en heraldische bladen worden ten onrechte de functies van de broers Willem en Jan Dedel verwisseld.		1	14.0	1.0
3743	4130	Buijs		1.0		Cornelis	0					0	1682	0			1		
3744	4131	Camerling		1.0	4.0	Nicolaes	0					0	1626	0		Persoonsgegevens: begraven op 11 maart.	1		
3745	4132	Swerius		1.0		Jacob	0					0	1629	0			1		
3746	4133	Panhuisen	van	1.0		Pieter	0					0		0			1		
3747	4134	Snel		1.0		Jacob	0					0	1654	0			1		
3748	4135	Stapele	van	1.0		Cornelis	0					0	1663	0			1	15.0	9.0
3749	4136	Aerssen	van	1.0		Jan Baptista	0		Triangel		1614.0	0	1656	0			1	21.0	11.0
3750	4137	Poll	van der	1.0		Johan	0					0	1674	0			1		
3751	4138	Tour de la Pomerade	du	1.0		Marcus	1				1623.0	0	1672	0			1	6.0	4.0
3752	4139	Persijn	van	1.0		Anthonij	0					0	1686	0			1	26.0	7.0
3753	4140	Theuning		1.0		Gerhard	0					0	1686	0			1	27.0	10.0
3754	4141	Wevort tot Osseberg	van	1.0		Ernst Pieter	0					0	1690	0			1	12.0	11.0
3755	4142	Meulen	van der	1.0		Johan AndrÃ©	0					0	1702	0			1	3.0	8.0
3756	4143	Troije	van	1.0		Johan	0					0	1718	0			1	23.0	12.0
3757	4144	Cunaeus		1.0		Jacob Adriaan	0				1664.0	0	1727	0			1	29.0	3.0
3758	4145	Vroese		1.0		Johan	0					0	1725	0			1		
3759	4146	Vegelin van Claerbergen	van	1.0		Nehemia	0				1691.0	0	1739	0	Persoonsgegevens: Heraldieke Bibliotheek geeft onjuiste overlijdensdatum 9 december 1737 in plaats van eind november/begin december 1739.		1		
3760	4147	Verbrugge		1.0	4.0	Jan Willem	0					0	1739	0		Persoonsgegevens: overleden kort vÃ³Ã³r 17 april, begraven op 22 april.	1		4.0
3761	4148	Reuver	de	1.0		Paulus Johan	0					0	1745	0			1	30.0	11.0
3762	4149	Changuion		1.0	4.0	Pieter	0					0		0	Persoonsgegevens: wordt genoemd in De Nederlandsche Leeuw 70 (1953) 125, maar zonder leefjaren.		1		
3763	4151	Verdun	de	1.0		Carel	0					0		0			1		
3764	4153	Goes	van der	1.0	4.0	Quirijn	0					0		0			1		
3765	4154	Chion		1.0	4.0	Frederik Willem	0					0		0			1		
3766	4155	Aerssens		1.0		Cornelis	0				1545.0	0	1627	0			1	22.0	3.0
3767	4156	Musch		1.0	4.0	Cornelis	0		Waalsdorp	Carnisse, Nieuwveen	1592.0	1	1650	0	Persoonsgegevens: geboortejaar mogelijk 1593.		1	15.0	12.0
3768	4157	Ruijsch		1.0	4.0	Nicolaas Coenraadsz.	0				1607.0	1	1670	0	"Buitenlandse adelstitels: in adelstand verheven door Engelse koning Karel I 15 juli 1637. Deense adellijke titel 1637.
Overig: was pensionaris van Dordrecht."		1		
3769	4158	Fagel		1.0	4.0	FranÃ§ois	0				1659.0	0	1746	0			1	4.0	10.0
3770	4159	Fagel		1.0		Hendrik	0					0		0			1		
3771	4160	Fagel		1.0	4.0	Hendrik Cornelisz.	0				1706.0	0	1790	0	Persoonsgegevens: Nieuw Nederlandsch Biografisch Woordenboek geeft afwijkende overlijdensdatum 19 november in plaats van 19 oktober.		1	19.0	10.0
3772	4161	Hove	ten	1.0		Nicolaas	0					0		0			1		
3773	4162	Fagel		1.0	4.0	FranÃ§ois	0				1740.0	0	1773	0			1	28.0	8.0
3774	4163	Dierkens		1.0	4.0	Willem Carel	0					0	1778	0			1		
3775	4164	Quarles van Ufford		1.0	4.0	Willem	0				1751.0	0	1826	0			1		
3776	4165	Fagel		3.0	4.0	Hendrik	1				1765.0	0	1838	0	Adelstitel: 1814		1	22.0	3.0
3777	4166	Lelyveld	van	1.0	4.0	Bernard Pieter	0					0		0			1		
3778	4167	Laar	van	1.0	4.0	DaniÃ«l	0				1752.0	0	1824	0			1		
3779	4168	Spronssen		1.0		Johan	0					0	1680	0			1	11.0	6.0
3780	4169	Ramet		1.0		Guillaume	0					0	1605	0			1		
3781	4170	Valckenburch		1.0		Robrecht	0					0		0			1		
3782	4171	Burch	van der	1.0		Hendrik	0					0		0			1		
3783	4172	Heijde	de	1.0		Cornelis	0					0	1678	0			1		
3784	4173	Spronssen		1.0	4.0	Alexander	0				1651.0	1		0			1		
3785	4174	Beaumont	van	1.0	4.0	Cornelis Johan	0					0		0			1		
3786	4175	Buys		1.0	4.0	Willem	0				1698.0	0	1760	0			1	4.0	10.0
3787	4176	Merens		1.0	4.0	Meynard	0				1736.0	0	1802	0			1	3.0	7.0
3788	4177	Dompiere de Jonquieres	de	1.0		Paulinus Philippus Henricus	0					0		0			1		
3789	4178	Braams	van	1.0	4.0	Cornelis	0					0		0	Persoonsgegevens: mogelijk identiek met Cornelis Braams (1735-1803, elders in deze database).		1		
3790	4179	Rooseboom	de	1.0		Carl	0					0		0			1		
3791	4180	Baerle	van	1.0	4.0	Karel	0				1671.0	0	1734	0			1	26.0	11.0
3792	4181	Burch	van der	1.0	4.0	Diderik	1	jonkheer	Spieringshoek		1758.0	0	1825	0	Adelspredicaat: 1816.		1	30.0	1.0
3793	4182	Slicher		1.0		Hieronimus	0				1762.0	0	1845	0			1	25.0	3.0
3794	4183	Hees	van	1.0		FranÃ§ois	0					0		0	Persoonsgegevens: waarschijnlijk identiek met FranÃ§ois van Hees, lid van de Tweede Kamer 1815-1830 (Nederland's Adelsboek 40 (1942) 454) geboren in 1765.		1		
3795	4184	Teylingen	van	1.0	4.0	Jan	0				1721.0	0	1801	0			1	28.0	1.0
3796	4185	Wildt	de	1.0	4.0	Hiob	0				1637.0	0	1704	0			1	5.0	6.0
3797	4186	Egmond van de Nijenburg	van	1.0		Dirk	0				1677.0	0	1717	0			1	2.0	6.0
3798	4187	Merens		1.0	4.0	Herman	0				1670.0	0	1736	0			1	4.0	3.0
3799	4189	Clifford	Pancras	1.0	4.0	Gerbrand	0				1745.0	0	1789	0			1	12.0	2.0
3800	4190	Huyssen		1.0	4.0	Laurentius	0		Weelde		1634.0	0	1667	0			1	23.0	9.0
3801	4191	Scotte		1.0	4.0	Johan	0					0	1653	0		Persoonsgegevens: overleden tussen 11 februari en 21 maart.	1		
3802	4192	Boudaen Courten		1.0	4.0	Jacobus	0					0	1659	0		Persoonsgegevens: overleden vÃ³Ã³r 17 september.	1		
3803	4193	Poele	van de	1.0	4.0	Joan	0					0	1693	0			1		
3804	4195	Brande	van den	1.0		Johan Pieter	0		Cleverskerke		1645.0	0	1712	0			1		
3805	4196	Ruytenburgh	van	1.0		Jan	0		Vlaardingen	Vlaardingerambacht, Babberspolder, Nieuwenhoorn, Nieuwe Goote,  Oud- en Nieuw-Craijerpolder, Brielse Nieuwland	1635.0	0	1719	0			1	22.0	2.0
3806	4197	Soutman		1.0		Dierck	0					0		0			1		
3807	4198	Surck	van	1.0		Melchior	0					0	1598	0			1		
3808	4199	Beaulieu	de	1.0		Charles	0					0	1606	0			1		
3809	4200	Sivertsz.		1.0		Lucas	0					0	1615	0			1		
3810	4201	Beyer	de	1.0		Hendrick	0				1550.0	1	1612	0	Persoonsgegevens: Wapenheraut meldt dat hij tussen 1582 en 1612 schepen, raad en burgemeester van Nijmegen was, maar dat volgens sommige bronnen het overlijdensjaar 1601 is. Op basis van de informatie over De Beyers Nijmeegse functies en zijn opvolging als commies-generaal van de convooien en licenten door zijn zoon Justinus in februari 1613, is 1612 het meest aannemelijke jaar van overlijden.		1		
3811	4202	Eck	van	1.0		Hendrick	0					0		0			1		
3812	4203	Lochteren	van	1.0		Johan	0					0		0			1		
3813	4204	Gripskercke	van	1.0		Johan Florisz.	0					0	1602	0			1		
3814	4205	Auckema		1.0		Anthonis	0					0	1601	0			1	20.0	12.0
3815	4206	Granier		1.0		FranÃ§ois	0					0	1616	0			1		
3816	4207	Fortssen		1.0	4.0	Joris	0					0		0			1		
3817	4208	Beyer	de	1.0		Justinus	0				1575.0	1	1613	0			1		
3818	4209	Abbas		1.0		Matheus Diercxz.	0					0	1625	0			1		
3819	4210	Abbas		1.0		Dirck Matthijsz.	0				1592.0	0	1637	0		Persoonsgegevens: begraven op 24 augustus.	1		8.0
